"Date","Time","Open","High","Low","Close","Total Ticks"
11/20/2017,00:00:00,84.603,84.641,84.539,84.636,2434
11/20/2017,00:05:00,84.636,84.673,84.615,84.665,1499
11/20/2017,00:10:00,84.665,84.763,84.665,84.737,1464
11/20/2017,00:15:00,84.737,84.754,84.687,84.732,954
11/20/2017,00:20:00,84.732,84.778,84.732,84.755,1374
11/20/2017,00:25:00,84.755,84.763,84.718,84.739,901
11/20/2017,00:30:00,84.739,84.755,84.727,84.738,537
11/20/2017,00:35:00,84.738,84.741,84.687,84.702,695
11/20/2017,00:40:00,84.702,84.702,84.651,84.673,561
11/20/2017,00:45:00,84.673,84.721,84.658,84.703,676
11/20/2017,00:50:00,84.703,84.765,84.703,84.746,1228
11/20/2017,00:55:00,84.746,84.751,84.726,84.731,979
11/20/2017,01:00:00,84.731,84.826,84.729,84.794,1383
11/20/2017,01:05:00,84.794,84.81,84.744,84.749,928
11/20/2017,01:10:00,84.749,84.76,84.733,84.745,777
11/20/2017,01:15:00,84.745,84.747,84.708,84.724,567
11/20/2017,01:20:00,84.724,84.759,84.724,84.752,631
11/20/2017,01:25:00,84.752,84.765,84.742,84.745,684
11/20/2017,01:30:00,84.745,84.777,84.744,84.761,411
11/20/2017,01:35:00,84.761,84.764,84.722,84.73,632
11/20/2017,01:40:00,84.73,84.784,84.73,84.784,495
11/20/2017,01:45:00,84.784,84.784,84.75,84.763,679
11/20/2017,01:50:00,84.763,84.778,84.725,84.725,571
11/20/2017,01:55:00,84.725,84.725,84.645,84.667,1633
11/20/2017,02:00:00,84.667,84.674,84.638,84.661,955
11/20/2017,02:05:00,84.661,84.689,84.657,84.669,718
11/20/2017,02:10:00,84.669,84.684,84.649,84.649,638
11/20/2017,02:15:00,84.649,84.675,84.621,84.632,638
11/20/2017,02:20:00,84.632,84.634,84.586,84.591,947
11/20/2017,02:25:00,84.591,84.599,84.531,84.534,1089
11/20/2017,02:30:00,84.534,84.572,84.532,84.548,752
11/20/2017,02:35:00,84.548,84.594,84.547,84.589,387
11/20/2017,02:40:00,84.589,84.596,84.572,84.586,524
11/20/2017,02:45:00,84.586,84.652,84.585,84.636,614
11/20/2017,02:50:00,84.636,84.654,84.633,84.651,363
11/20/2017,02:55:00,84.651,84.657,84.638,84.645,355
11/20/2017,03:00:00,84.645,84.649,84.623,84.628,473
11/20/2017,03:05:00,84.628,84.642,84.618,84.624,490
11/20/2017,03:10:00,84.624,84.639,84.598,84.603,426
11/20/2017,03:15:00,84.603,84.622,84.589,84.611,295
11/20/2017,03:20:00,84.611,84.625,84.601,84.612,235
11/20/2017,03:25:00,84.612,84.622,84.6,84.608,345
11/20/2017,03:30:00,84.608,84.623,84.597,84.609,432
11/20/2017,03:35:00,84.609,84.622,84.603,84.611,343
11/20/2017,03:40:00,84.611,84.624,84.606,84.616,273
11/20/2017,03:45:00,84.616,84.621,84.607,84.618,262
11/20/2017,03:50:00,84.618,84.619,84.607,84.613,288
11/20/2017,03:55:00,84.613,84.615,84.604,84.611,161
11/20/2017,04:00:00,84.611,84.619,84.583,84.592,486
11/20/2017,04:05:00,84.592,84.613,84.584,84.603,263
11/20/2017,04:10:00,84.603,84.623,84.595,84.615,405
11/20/2017,04:15:00,84.615,84.631,84.607,84.63,210
11/20/2017,04:20:00,84.63,84.646,84.606,84.624,474
11/20/2017,04:25:00,84.624,84.663,84.615,84.652,543
11/20/2017,04:30:00,84.652,84.686,84.647,84.651,424
11/20/2017,04:35:00,84.651,84.679,84.636,84.65,623
11/20/2017,04:40:00,84.65,84.651,84.629,84.642,395
11/20/2017,04:45:00,84.642,84.642,84.622,84.622,349
11/20/2017,04:50:00,84.622,84.638,84.616,84.623,355
11/20/2017,04:55:00,84.623,84.647,84.623,84.647,388
11/20/2017,05:00:00,84.647,84.652,84.625,84.652,412
11/20/2017,05:05:00,84.652,84.69,84.652,84.685,527
11/20/2017,05:10:00,84.685,84.687,84.654,84.663,368
11/20/2017,05:15:00,84.663,84.675,84.649,84.651,240
11/20/2017,05:20:00,84.651,84.667,84.642,84.659,315
11/20/2017,05:25:00,84.659,84.691,84.657,84.665,572
11/20/2017,05:30:00,84.665,84.67,84.646,84.666,424
11/20/2017,05:35:00,84.666,84.699,84.664,84.699,483
11/20/2017,05:40:00,84.699,84.704,84.684,84.695,472
11/20/2017,05:45:00,84.695,84.712,84.691,84.704,486
11/20/2017,05:50:00,84.704,84.733,84.696,84.729,589
11/20/2017,05:55:00,84.729,84.769,84.726,84.746,699
11/20/2017,06:00:00,84.746,84.781,84.735,84.781,591
11/20/2017,06:05:00,84.781,84.796,84.77,84.778,442
11/20/2017,06:10:00,84.778,84.782,84.737,84.747,683
11/20/2017,06:15:00,84.747,84.756,84.718,84.735,690
11/20/2017,06:20:00,84.735,84.764,84.729,84.739,661
11/20/2017,06:25:00,84.739,84.74,84.705,84.715,798
11/20/2017,06:30:00,84.715,84.741,84.712,84.737,378
11/20/2017,06:35:00,84.737,84.744,84.73,84.736,170
11/20/2017,06:40:00,84.736,84.74,84.733,84.735,186
11/20/2017,06:45:00,84.735,84.783,84.734,84.772,562
11/20/2017,06:50:00,84.772,84.781,84.732,84.733,466
11/20/2017,06:55:00,84.733,84.746,84.728,84.742,398
11/20/2017,07:00:00,84.742,84.748,84.691,84.714,1151
11/20/2017,07:05:00,84.714,84.77,84.701,84.746,1558
11/20/2017,07:10:00,84.746,84.771,84.742,84.745,957
11/20/2017,07:15:00,84.745,84.757,84.723,84.726,976
11/20/2017,07:20:00,84.726,84.745,84.718,84.726,887
11/20/2017,07:25:00,84.726,84.737,84.708,84.711,716
11/20/2017,07:30:00,84.711,84.722,84.671,84.691,1705
11/20/2017,07:35:00,84.691,84.717,84.686,84.712,1283
11/20/2017,07:40:00,84.712,84.753,84.698,84.751,802
11/20/2017,07:45:00,84.751,84.751,84.689,84.707,843
11/20/2017,07:50:00,84.707,84.716,84.689,84.706,1025
11/20/2017,07:55:00,84.706,84.744,84.67,84.744,1026
11/20/2017,08:00:00,84.744,84.756,84.72,84.754,1796
11/20/2017,08:05:00,84.754,84.804,84.754,84.789,1522
11/20/2017,08:10:00,84.789,84.819,84.783,84.784,1293
11/20/2017,08:15:00,84.784,84.798,84.768,84.787,1163
11/20/2017,08:20:00,84.787,84.814,84.774,84.793,1673
11/20/2017,08:25:00,84.793,84.808,84.777,84.804,1073
11/20/2017,08:30:00,84.804,84.808,84.75,84.762,1154
11/20/2017,08:35:00,84.762,84.79,84.735,84.79,1355
11/20/2017,08:40:00,84.79,84.904,84.782,84.898,2063
11/20/2017,08:45:00,84.898,84.94,84.879,84.912,2487
11/20/2017,08:50:00,84.912,84.928,84.891,84.904,1219
11/20/2017,08:55:00,84.904,84.914,84.859,84.86,834
11/20/2017,09:00:00,84.86,84.877,84.857,84.864,469
11/20/2017,09:05:00,84.864,84.885,84.857,84.882,519
11/20/2017,09:10:00,84.882,84.89,84.846,84.89,590
11/20/2017,09:15:00,84.89,84.907,84.877,84.893,726
11/20/2017,09:20:00,84.893,84.897,84.851,84.858,461
11/20/2017,09:25:00,84.858,84.88,84.85,84.875,531
11/20/2017,09:30:00,84.875,84.886,84.857,84.885,391
11/20/2017,09:35:00,84.885,84.911,84.881,84.909,609
11/20/2017,09:40:00,84.909,84.909,84.88,84.884,371
11/20/2017,09:45:00,84.884,84.884,84.848,84.856,649
11/20/2017,09:50:00,84.856,84.872,84.835,84.858,569
11/20/2017,09:55:00,84.858,84.863,84.835,84.836,328
11/20/2017,10:00:00,84.836,84.848,84.788,84.793,430
11/20/2017,10:05:00,84.793,84.795,84.772,84.775,476
11/20/2017,10:10:00,84.775,84.776,84.721,84.721,680
11/20/2017,10:15:00,84.721,84.75,84.721,84.745,611
11/20/2017,10:20:00,84.745,84.777,84.742,84.771,508
11/20/2017,10:25:00,84.771,84.836,84.769,84.829,672
11/20/2017,10:30:00,84.829,84.835,84.802,84.817,675
11/20/2017,10:35:00,84.817,84.832,84.807,84.808,488
11/20/2017,10:40:00,84.808,84.817,84.784,84.79,411
11/20/2017,10:45:00,84.79,84.792,84.766,84.776,484
11/20/2017,10:50:00,84.776,84.783,84.735,84.737,265
11/20/2017,10:55:00,84.737,84.737,84.706,84.707,498
11/20/2017,11:00:00,84.707,84.747,84.695,84.742,435
11/20/2017,11:05:00,84.742,84.757,84.737,84.751,417
11/20/2017,11:10:00,84.751,84.758,84.728,84.736,251
11/20/2017,11:15:00,84.736,84.752,84.721,84.748,479
11/20/2017,11:20:00,84.748,84.763,84.736,84.763,321
11/20/2017,11:25:00,84.763,84.774,84.748,84.765,339
11/20/2017,11:30:00,84.765,84.765,84.742,84.748,565
11/20/2017,11:35:00,84.748,84.777,84.745,84.768,548
11/20/2017,11:40:00,84.768,84.792,84.764,84.783,511
11/20/2017,11:45:00,84.783,84.792,84.768,84.774,415
11/20/2017,11:50:00,84.774,84.801,84.772,84.794,326
11/20/2017,11:55:00,84.794,84.807,84.781,84.805,740
11/20/2017,12:00:00,84.805,84.856,84.802,84.842,941
11/20/2017,12:05:00,84.842,84.854,84.812,84.815,606
11/20/2017,12:10:00,84.815,84.819,84.803,84.817,443
11/20/2017,12:15:00,84.817,84.819,84.794,84.8,536
11/20/2017,12:20:00,84.8,84.804,84.768,84.768,448
11/20/2017,12:25:00,84.768,84.772,84.741,84.745,464
11/20/2017,12:30:00,84.745,84.778,84.744,84.762,352
11/20/2017,12:35:00,84.762,84.773,84.753,84.756,346
11/20/2017,12:40:00,84.756,84.758,84.735,84.742,341
11/20/2017,12:45:00,84.742,84.758,84.734,84.734,369
11/20/2017,12:50:00,84.734,84.759,84.729,84.747,998
11/20/2017,12:55:00,84.747,84.747,84.727,84.732,659
11/20/2017,13:00:00,84.732,84.746,84.715,84.732,900
11/20/2017,13:05:00,84.732,84.738,84.718,84.732,698
11/20/2017,13:10:00,84.732,84.735,84.709,84.715,409
11/20/2017,13:15:00,84.715,84.741,84.702,84.731,760
11/20/2017,13:20:00,84.731,84.739,84.712,84.73,699
11/20/2017,13:25:00,84.73,84.758,84.727,84.758,473
11/20/2017,13:30:00,84.758,84.796,84.733,84.792,661
11/20/2017,13:35:00,84.792,84.82,84.764,84.776,1346
11/20/2017,13:40:00,84.776,84.78,84.753,84.764,733
11/20/2017,13:45:00,84.764,84.793,84.75,84.75,798
11/20/2017,13:50:00,84.75,84.757,84.706,84.739,999
11/20/2017,13:55:00,84.739,84.752,84.717,84.722,1032
11/20/2017,14:00:00,84.722,84.762,84.722,84.758,812
11/20/2017,14:05:00,84.758,84.779,84.753,84.769,497
11/20/2017,14:10:00,84.769,84.787,84.762,84.77,594
11/20/2017,14:15:00,84.77,84.808,84.766,84.8,972
11/20/2017,14:20:00,84.8,84.813,84.782,84.801,641
11/20/2017,14:25:00,84.801,84.803,84.775,84.793,568
11/20/2017,14:30:00,84.793,84.803,84.754,84.797,1347
11/20/2017,14:35:00,84.797,84.821,84.772,84.821,1367
11/20/2017,14:40:00,84.821,84.834,84.797,84.804,918
11/20/2017,14:45:00,84.804,84.836,84.788,84.832,915
11/20/2017,14:50:00,84.832,84.841,84.81,84.827,1378
11/20/2017,14:55:00,84.827,84.871,84.827,84.856,1196
11/20/2017,15:00:00,84.856,84.864,84.803,84.808,1100
11/20/2017,15:05:00,84.808,84.845,84.804,84.829,1155
11/20/2017,15:10:00,84.829,84.833,84.788,84.806,1153
11/20/2017,15:15:00,84.806,84.817,84.784,84.795,1072
11/20/2017,15:20:00,84.795,84.837,84.788,84.827,1274
11/20/2017,15:25:00,84.827,84.841,84.814,84.827,1126
11/20/2017,15:30:00,84.827,84.829,84.805,84.807,474
11/20/2017,15:35:00,84.807,84.848,84.806,84.839,727
11/20/2017,15:40:00,84.839,84.858,84.835,84.845,615
11/20/2017,15:45:00,84.845,84.86,84.835,84.852,485
11/20/2017,15:50:00,84.852,84.896,84.847,84.878,1147
11/20/2017,15:55:00,84.878,84.917,84.859,84.903,1141
11/20/2017,16:00:00,84.903,84.935,84.875,84.899,1254
11/20/2017,16:05:00,84.899,84.942,84.893,84.942,845
11/20/2017,16:10:00,84.942,84.978,84.921,84.938,1010
11/20/2017,16:15:00,84.938,84.942,84.902,84.914,767
11/20/2017,16:20:00,84.914,84.934,84.904,84.905,995
11/20/2017,16:25:00,84.905,84.932,84.905,84.913,900
11/20/2017,16:30:00,84.913,84.916,84.894,84.907,972
11/20/2017,16:35:00,84.907,84.912,84.883,84.889,1337
11/20/2017,16:40:00,84.889,84.911,84.864,84.87,1187
11/20/2017,16:45:00,84.87,84.925,84.863,84.918,838
11/20/2017,16:50:00,84.918,84.932,84.9,84.92,873
11/20/2017,16:55:00,84.92,84.943,84.916,84.929,717
11/20/2017,17:00:00,84.929,84.948,84.925,84.937,849
11/20/2017,17:05:00,84.937,84.96,84.932,84.944,739
11/20/2017,17:10:00,84.944,84.963,84.942,84.943,563
11/20/2017,17:15:00,84.943,84.96,84.939,84.949,627
11/20/2017,17:20:00,84.949,84.954,84.915,84.928,746
11/20/2017,17:25:00,84.928,84.944,84.92,84.939,508
11/20/2017,17:30:00,84.939,84.965,84.939,84.952,582
11/20/2017,17:35:00,84.952,84.97,84.945,84.967,550
11/20/2017,17:40:00,84.967,84.988,84.965,84.975,258
11/20/2017,17:45:00,84.975,84.999,84.974,84.998,454
11/20/2017,17:50:00,84.998,85.011,84.994,85.011,417
11/20/2017,17:55:00,85.011,85.014,84.995,85.012,329
11/20/2017,18:00:00,85.012,85.012,84.985,84.992,471
11/20/2017,18:05:00,84.992,85.009,84.987,84.998,390
11/20/2017,18:10:00,84.998,85.005,84.993,84.994,303
11/20/2017,18:15:00,84.994,85.007,84.983,85.001,488
11/20/2017,18:20:00,85.001,85.005,84.991,85.003,375
11/20/2017,18:25:00,85.003,85.015,85.003,85.012,272
11/20/2017,18:30:00,85.012,85.014,84.982,84.985,456
11/20/2017,18:35:00,84.985,84.998,84.984,84.995,268
11/20/2017,18:40:00,84.995,84.996,84.973,84.984,332
11/20/2017,18:45:00,84.984,84.993,84.968,84.968,445
11/20/2017,18:50:00,84.968,84.981,84.968,84.972,189
11/20/2017,18:55:00,84.972,84.992,84.971,84.986,547
11/20/2017,19:00:00,84.986,84.998,84.982,84.993,456
11/20/2017,19:05:00,84.993,84.999,84.983,84.99,612
11/20/2017,19:10:00,84.99,85.007,84.979,84.985,515
11/20/2017,19:15:00,84.985,85.001,84.981,85,311
11/20/2017,19:20:00,85,85.017,84.999,85.008,395
11/20/2017,19:25:00,85.008,85.015,85,85.011,345
11/20/2017,19:30:00,85.011,85.021,85.002,85.015,533
11/20/2017,19:35:00,85.015,85.035,85.015,85.017,516
11/20/2017,19:40:00,85.017,85.043,85.01,85.036,440
11/20/2017,19:45:00,85.036,85.046,85.025,85.034,554
11/20/2017,19:50:00,85.034,85.04,85.02,85.035,458
11/20/2017,19:55:00,85.035,85.063,85.024,85.027,680
11/20/2017,20:00:00,85.027,85.054,85.021,85.046,546
11/20/2017,20:05:00,85.046,85.072,85.044,85.057,691
11/20/2017,20:10:00,85.057,85.066,85.034,85.041,485
11/20/2017,20:15:00,85.041,85.043,85.028,85.029,339
11/20/2017,20:20:00,85.029,85.046,85.026,85.039,279
11/20/2017,20:25:00,85.039,85.048,85.015,85.016,550
11/20/2017,20:30:00,85.016,85.029,85.004,85.011,302
11/20/2017,20:35:00,85.011,85.023,84.995,85.019,403
11/20/2017,20:40:00,85.019,85.03,85.011,85.025,243
11/20/2017,20:45:00,85.025,85.027,85.013,85.025,275
11/20/2017,20:50:00,85.025,85.025,85.004,85.013,332
11/20/2017,20:55:00,85.013,85.019,84.991,84.993,558
11/20/2017,21:00:00,84.993,84.996,84.958,84.964,462
11/20/2017,21:05:00,84.964,84.983,84.957,84.981,355
11/20/2017,21:10:00,84.981,84.991,84.968,84.979,388
11/20/2017,21:15:00,84.979,84.999,84.978,84.996,219
11/20/2017,21:20:00,84.996,85.02,84.992,85.017,299
11/20/2017,21:25:00,85.017,85.034,85.009,85.015,315
11/20/2017,21:30:00,85.015,85.026,85.011,85.011,234
11/20/2017,21:35:00,85.011,85.023,85.005,85.007,199
11/20/2017,21:40:00,85.007,85.028,85.004,85.028,268
11/20/2017,21:45:00,85.028,85.038,85.027,85.031,163
11/20/2017,21:50:00,85.031,85.034,85.008,85.024,305
11/20/2017,21:55:00,85.024,85.024,85.008,85.013,276
11/20/2017,22:00:00,85.013,85.044,85.012,85.037,57
11/20/2017,22:05:00,85.037,85.044,85.006,85.01,135
11/20/2017,22:10:00,85.01,85.014,85.007,85.013,29
11/20/2017,22:15:00,85.013,85.02,85.007,85.012,89
11/20/2017,22:20:00,85.012,85.027,85.012,85.021,105
11/20/2017,22:25:00,85.021,85.027,85.009,85.015,216
11/20/2017,22:30:00,85.015,85.034,85.008,85.03,271
11/20/2017,22:35:00,85.03,85.033,85.024,85.025,328
11/20/2017,22:40:00,85.025,85.031,85.018,85.018,283
11/20/2017,22:45:00,85.018,85.02,84.982,84.994,231
11/20/2017,22:50:00,84.994,84.994,84.982,84.988,134
11/20/2017,22:55:00,84.988,84.99,84.94,84.952,535
11/20/2017,23:00:00,84.952,84.97,84.944,84.963,570
11/20/2017,23:05:00,84.963,84.963,84.935,84.957,312
11/20/2017,23:10:00,84.957,84.997,84.957,84.99,227
11/20/2017,23:15:00,84.99,84.999,84.979,84.992,281
11/20/2017,23:20:00,84.992,85.006,84.98,85.002,304
11/20/2017,23:25:00,85.002,85.002,84.987,84.997,284
11/20/2017,23:30:00,84.997,85.008,84.981,84.985,349
11/20/2017,23:35:00,84.985,85,84.981,84.997,205
11/20/2017,23:40:00,84.997,85.008,84.988,84.995,241
11/20/2017,23:45:00,84.995,85.008,84.981,85.003,310
11/20/2017,23:50:00,85.003,85.004,84.971,84.997,436
11/20/2017,23:55:00,84.997,85.022,84.994,85.018,439
11/21/2017,00:00:00,85.018,85.053,84.996,85.043,855
11/21/2017,00:05:00,85.043,85.068,85.031,85.055,769
11/21/2017,00:10:00,85.055,85.066,85.035,85.047,572
11/21/2017,00:15:00,85.047,85.074,85.043,85.071,548
11/21/2017,00:20:00,85.071,85.101,85.071,85.076,628
11/21/2017,00:25:00,85.076,85.115,85.074,85.109,721
11/21/2017,00:30:00,85.109,85.11,84.971,85.002,1165
11/21/2017,00:35:00,85.002,85.055,84.996,85.029,832
11/21/2017,00:40:00,85.029,85.046,84.968,84.969,697
11/21/2017,00:45:00,84.969,85.015,84.966,85.009,799
11/21/2017,00:50:00,85.009,85.019,84.997,85.009,886
11/21/2017,00:55:00,85.009,85.021,84.963,84.969,718
11/21/2017,01:00:00,84.969,84.987,84.945,84.957,789
11/21/2017,01:05:00,84.957,84.966,84.939,84.951,573
11/21/2017,01:10:00,84.951,84.959,84.921,84.951,787
11/21/2017,01:15:00,84.951,84.955,84.905,84.91,743
11/21/2017,01:20:00,84.91,84.92,84.893,84.915,711
11/21/2017,01:25:00,84.915,84.915,84.769,84.778,1462
11/21/2017,01:30:00,84.778,84.846,84.778,84.846,873
11/21/2017,01:35:00,84.846,84.85,84.802,84.818,636
11/21/2017,01:40:00,84.818,84.854,84.818,84.844,1004
11/21/2017,01:45:00,84.844,84.87,84.837,84.863,910
11/21/2017,01:50:00,84.863,84.873,84.849,84.856,434
11/21/2017,01:55:00,84.856,84.9,84.85,84.894,338
11/21/2017,02:00:00,84.894,84.912,84.878,84.909,400
11/21/2017,02:05:00,84.909,84.949,84.906,84.926,773
11/21/2017,02:10:00,84.926,84.946,84.92,84.936,468
11/21/2017,02:15:00,84.936,84.946,84.922,84.938,329
11/21/2017,02:20:00,84.938,84.95,84.907,84.907,437
11/21/2017,02:25:00,84.907,84.917,84.863,84.875,487
11/21/2017,02:30:00,84.875,84.894,84.867,84.869,627
11/21/2017,02:35:00,84.869,84.88,84.859,84.863,495
11/21/2017,02:40:00,84.863,84.866,84.823,84.826,396
11/21/2017,02:45:00,84.826,84.844,84.812,84.826,460
11/21/2017,02:50:00,84.826,84.872,84.82,84.856,507
11/21/2017,02:55:00,84.856,84.866,84.842,84.862,362
11/21/2017,03:00:00,84.862,84.864,84.824,84.83,408
11/21/2017,03:05:00,84.83,84.837,84.799,84.803,650
11/21/2017,03:10:00,84.803,84.843,84.803,84.834,422
11/21/2017,03:15:00,84.834,84.849,84.834,84.835,306
11/21/2017,03:20:00,84.835,84.835,84.815,84.822,214
11/21/2017,03:25:00,84.822,84.858,84.822,84.851,282
11/21/2017,03:30:00,84.851,84.864,84.848,84.863,292
11/21/2017,03:35:00,84.863,84.872,84.85,84.852,269
11/21/2017,03:40:00,84.852,84.856,84.834,84.839,252
11/21/2017,03:45:00,84.839,84.855,84.839,84.85,268
11/21/2017,03:50:00,84.85,84.854,84.803,84.82,385
11/21/2017,03:55:00,84.82,84.834,84.817,84.83,307
11/21/2017,04:00:00,84.83,84.832,84.818,84.83,235
11/21/2017,04:05:00,84.83,84.844,84.825,84.833,433
11/21/2017,04:10:00,84.833,84.841,84.812,84.821,315
11/21/2017,04:15:00,84.821,84.823,84.796,84.804,291
11/21/2017,04:20:00,84.804,84.829,84.801,84.822,200
11/21/2017,04:25:00,84.822,84.831,84.815,84.823,201
11/21/2017,04:30:00,84.823,84.835,84.819,84.835,150
11/21/2017,04:35:00,84.835,84.837,84.822,84.829,229
11/21/2017,04:40:00,84.829,84.846,84.829,84.838,149
11/21/2017,04:45:00,84.838,84.844,84.825,84.835,189
11/21/2017,04:50:00,84.835,84.843,84.824,84.835,303
11/21/2017,04:55:00,84.835,84.854,84.835,84.844,333
11/21/2017,05:00:00,84.844,84.86,84.838,84.856,462
11/21/2017,05:05:00,84.856,84.866,84.848,84.861,225
11/21/2017,05:10:00,84.861,84.879,84.853,84.878,335
11/21/2017,05:15:00,84.878,84.881,84.86,84.874,262
